Subj	Num	Term	Title	Period Code	Instructor	WC	Dist	Xlist	Lang Req	NR Eligible or CT/NC
ASCL	89	Fall	Independent Research	LS	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	89	Winter	Independent Research	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	90	Spring	Honors Thesis I	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	90	Fall	Honors Thesis I	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	90	Winter	Honors Thesis I	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	91	Spring	Honors Thesis II	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	91	Fall	Honors Thesis II	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASCL	91	Winter	Honors Thesis II	ARR	Allen Hockley	N/A	N/A	N/A	N/A	N/A
ASTR	1	Spring	Solar System and Exoplanets	11	Brian Chaboyer	N/A	SLA	N/A	N/A	NR Eligible
ASTR	1	Summer	Solar System and Exoplanets	10	Brian Chaboyer	N/A	SLA	N/A	N/A	NR Eligible
ASTR	2	Fall	Exploring the Universe	11	Robyn Millan, Tonima Tasnim Ananna	N/A	SCI	N/A	N/A	NR Eligible
ASTR	3	Fall	Exploring Universe wLab	11	Robyn Millan, Tonima Tasnim Ananna	N/A	SLA	N/A	N/A	NR Eligible
ASTR	4	Summer	Dvlpmt Astronomical Thought	12	Marcelo Gleiser	N/A	SCI	N/A	N/A	NR Eligible
ASTR	15	Spring	Stars & the Milky Way	10A	John Thorstensen	N/A	SCI	N/A	N/A	NR Eligible
ASTR	19	Spring	Habitable Planets	10A	Elisabeth Newton, Mukul Sharma	N/A	SCI	EARS 019 01	N/A	N/A
ASTR	25	Winter	Galaxies and Cosmology	10	Aaron Dotter	N/A	SCI	N/A	N/A	NR Eligible
ASTR	61	Winter	Observational Techniques	FS	Brian Chaboyer	N/A	SLA	N/A	N/A	N/A
ASTR	74	Fall	Astrophysics	12	Elisabeth Newton	N/A	SCI	N/A	N/A	NR Eligible
ASTR	81.01	Winter	Observing in South Africa	FS	Ryan Hickox	N/A	N/A	N/A	N/A	N/A
ASTR	87	Spring	Undergrad Res in Astronomy	ARR	Kristina Lynch	N/A	N/A	N/A	N/A	CT/NC
ASTR	87	Summer	Undergrad Res in Astronomy	ARR	Kristina Lynch	N/A	N/A	N/A	N/A	CT/NC
ASTR	87	Fall	Undergrad Res in Astronomy	ARR	Ryan Hickox	N/A	N/A	N/A	N/A	CT/NC
ASTR	87	Winter	Undergrad Res in Astronomy	ARR	Ryan Hickox	N/A	N/A	N/A	N/A	CT/NC
ASTR	115	Spring	Advanced Stellar Astrophysics	9S	Brian Chaboyer	N/A	N/A	N/A	N/A	N/A
ASTR	118	Spring	Observational Cosmology	10A	Aaron Dotter	N/A	N/A	N/A	N/A	N/A
ASTR	174	Fall	Astrophysics	12	Elisabeth Newton	N/A	N/A	N/A	N/A	N/A
BIOC	101	Fall	Molecular Info in Biol Systems	OT	Christopher Shoemaker, Dean Madden, Lawrence Myers, Michael Whitfield, Scott Gerber	N/A	N/A	N/A	N/A	N/A
BIOC	106	Spring	Questn at Frontier of Cell Dyn	OT	James Moseley, William Wickner	N/A	N/A	N/A	N/A	N/A
BIOC	124	Spring	Critical Think & Sci Writing	OT	Yina Huang, Allan Bieber	N/A	N/A	N/A	N/A	N/A
BIOC	124	Winter	Critical Think & Sci Writing	OT	Yina Huang, Allan Bieber	N/A	N/A	N/A	N/A	N/A
BIOC	197	Spring	Grad Res in BIOC Pre-Qual I	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	197	Summer	Grad Res in BIOC Pre-Qual I	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	197	Fall	Grad Res in BIOC Pre-Qual I	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	197	Winter	Grad Res in BIOC Pre-Qual I	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	198	Spring	Grad Res in BIOC Pre-Qual II	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	198	Summer	Grad Res in BIOC Pre-Qual II	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	198	Fall	Grad Res in BIOC Pre-Qual II	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	198	Winter	Grad Res in BIOC Pre-Qual II	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	199	Spring	Grad Res in BIOC Pre-Qual III	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	199	Summer	Grad Res in BIOC Pre-Qual III	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	199	Fall	Grad Res in BIOC Pre-Qual III	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	199	Winter	Grad Res in BIOC Pre-Qual III	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	259	Spring	Cytoskeleton, Mito & Cell Bio	ARR	Henry Higgs	N/A	N/A	N/A	N/A	N/A
BIOC	259	Fall	Cytoskeleton, Mito & Cell Bio	ARR	Henry Higgs	N/A	N/A	N/A	N/A	N/A
BIOC	259	Winter	Cytoskeleton, Mito & Cell Bio	ARR	Henry Higgs	N/A	N/A	N/A	N/A	N/A
BIOC	260	Spring	Structural Biology	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	260	Winter	Structural Biology	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	261	Spring	Phosphorylation Signaling JC	OT	Scott Gerber	N/A	N/A	N/A	N/A	N/A
BIOC	261	Fall	Phosphorylation Signaling JC	OT	Arminja Kettenbach, Scott Gerber	N/A	N/A	N/A	N/A	N/A
BIOC	261	Winter	Phosphorylation Signaling JC	OT	Arminja Kettenbach, Scott Gerber	N/A	N/A	N/A	N/A	N/A
BIOC	262	Spring	Lipid Biol & Neurodegeneration	ARR	Ta Yuan Chang	N/A	N/A	N/A	N/A	N/A
BIOC	262	Fall	Lipid Biol & Neurodegeneration	ARR	Ta Yuan Chang	N/A	N/A	N/A	N/A	N/A
BIOC	262	Winter	Lipid Biol & Neurodegeneration	ARR	Ta Yuan Chang	N/A	N/A	N/A	N/A	N/A
BIOC	297	Spring	Grad Res in BIOC Post-Qual I	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	297	Summer	Grad Res in BIOC Post-Qual I	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	297	Fall	Grad Res in BIOC Post-Qual I	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	297	Winter	Grad Res in BIOC Post-Qual I	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	298	Spring	Grad Res in BIOC Post-Qual II	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	298	Summer	Grad Res in BIOC Post-Qual II	ARR		N/A	N/A	N/A	N/A	N/A
BIOC	298	Fall	Grad Res in BIOC Post-Qual II	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	298	Winter	Grad Res in BIOC Post-Qual II	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	299	Spring	Grad Res in BIOC Post Qual III	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	299	Summer	Grad Res in BIOC Post Qual III	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	299	Fall	Grad Res in BIOC Post Qual III	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOC	299	Winter	Grad Res in BIOC Post Qual III	ARR	Charles Barlowe	N/A	N/A	N/A	N/A	N/A
BIOL	2	Fall	Human Biology	11	Lee Witters	N/A	SCI	N/A	N/A	NR Eligible
BIOL	7.02	Spring	Biology:Politicized Topics	9L	Brittny Calsbeek	N/A	N/A	N/A	N/A	N/A
BIOL	7.02	Winter	Biology:Politicized Topics	11	Carey Nadell	N/A	N/A	N/A	N/A	N/A
BIOL	11.03	Winter	Emerging InfectiousDiseases	11	Mary Lou Guerinot, C Robertson McClung	N/A	SCI	N/A	N/A	NR Eligible
BIOL	11.07	Fall	Maj Events Life & Human Gen	9L	Kevin Peterson	N/A	SCI	N/A	N/A	N/A
BIOL	11.08	Spring	Animal Minds	10	Thomas Jack, Mark Laidre	N/A	SCI	N/A	N/A	N/A
BIOL	12	Spring	Cell Structure and Function	9L	Bing He	N/A	SLA	N/A	N/A	NR Eligible
BIOL	12	Spring	Cell Structure and Function	10	George Schaller	N/A	SLA	N/A	N/A	NR Eligible
BIOL	12	Fall	Cell Structure and Function	10	Sharon Bickel	N/A	SLA	N/A	N/A	NR Eligible
BIOL	12	Fall	Cell Structure and Function	9L	Natasha Grotz	N/A	SLA	N/A	N/A	NR Eligible
BIOL	13	Summer	Gene Expression&Inheritance	10	Thomas Jack	N/A	SLA	N/A	N/A	N/A
BIOL	13	Winter	Gene Expression&Inheritance	10	Amanda Amodeo	N/A	SLA	N/A	N/A	N/A
BIOL	13	Winter	Gene Expression&Inheritance	9L	Erik Griffin	N/A	SLA	N/A	N/A	N/A
BIOL	14	Fall	Physiology	10A	Ryan Calsbeek	N/A	SLA	N/A	N/A	NR Eligible
BIOL	14	Winter	Physiology	10A	Robert Hill	N/A	SLA	N/A	N/A	NR Eligible
BIOL	15	Winter	Genetic Variation&Evolution	11	Olga Zhaxybayeva	N/A	SCI	N/A	N/A	NR Eligible
BIOL	16	Spring	Ecology	10	Matthew Ayres	N/A	SLA	N/A	N/A	NR Eligible
BIOL	16	Fall	Ecology	10	Caitlin Pries	N/A	SLA	N/A	N/A	NR Eligible
BIOL	19	Fall	Honors Cell Struct and Func	9L	Magdalena Bezanilla	N/A	SLA	N/A	N/A	N/A
BIOL	19	Fall	Honors Cell Struct and Func(Laboratory)	OT	Magdalena Bezanilla	N/A	N/A	N/A	N/A	N/A
BIOL	22	Summer	Methods in Ecology	12	Madilyn Gamble	N/A	SLA	N/A	N/A	NR Eligible
BIOL	22	Summer	Methods in Ecology(Laboratory)	OT	Madilyn Gamble	N/A	N/A	N/A	N/A	NR Eligible
BIOL	25	Fall	Intro Marine Biol&Ecology	11	Celia Chen	N/A	SCI	N/A	N/A	NR Eligible
BIOL	27	Fall	Animal Behavior	10	Ryan Calsbeek	N/A	SCI	N/A	N/A	NR Eligible
BIOL	28	Winter	Macroevolution	12	Kevin Peterson	N/A	SCI	ANTH 50.46 01, EARS 032 01	N/A	NR Eligible
BIOL	29	Winter	Biostatistics	10A	Kathryn Cottingham	N/A	QDS	N/A	N/A	N/A
BIOL	29	Winter	Biostatistics(Laboratory)	OT	Kathryn Cottingham	N/A	N/A	N/A	N/A	N/A
BIOL	29	Winter	Biostatistics(Laboratory)	OT	Kathryn Cottingham	N/A	N/A	N/A	N/A	N/A
BIOL	32	Spring	Animal Communication	10	Hannah ter Hofstede	N/A	SCI	N/A	N/A	NR Eligible
BIOL	35	Fall	Cellular&Molecular Neurosci	11	Michael Hoppa	N/A	SCI	PSYC 035 01	N/A	NR Eligible
BIOL	37	Spring	Endocrinology	10A	Lee Witters	N/A	SCI	N/A	N/A	NR Eligible
BIOL	40	Fall	Biochemistry	10	George Schaller	N/A	SCI	N/A	N/A	NR Eligible
BIOL	40	Fall	Biochemistry(Discussion)	OT	George Schaller	N/A	N/A	N/A	N/A	NR Eligible
BIOL	40	Fall	Biochemistry(Discussion)	OT	George Schaller	N/A	N/A	N/A	N/A	NR Eligible
BIOL	40	Winter	Biochemistry	10	Wei Lih Lee	N/A	SCI	N/A	N/A	NR Eligible
BIOL	40	Winter	Biochemistry(Discussion)	OT	Wei Lih Lee	N/A	N/A	N/A	N/A	NR Eligible
BIOL	40	Winter	Biochemistry(Discussion)	OT	Wei Lih Lee	N/A	N/A	N/A	N/A	NR Eligible
BIOL	41	Fall	Cells into Organs	11	Bing He	N/A	SCI	N/A	N/A	N/A
BIOL	42	Winter	Biol of the Immune Response	9L	Mary Jo Turk	N/A	SCI	N/A	N/A	NR Eligible
BIOL	45	Summer	Molecular Biology	10A	Natasha Grotz	N/A	SCI	N/A	N/A	N/A
BIOL	45	Winter	Molecular Biology	10A	Natasha Grotz	N/A	SCI	N/A	N/A	N/A
BIOL	46	Spring	Microbiology	12	David Leib, Mary Lou Guerinot, George O'Toole	N/A	SLA	N/A	N/A	NR Eligible
BIOL	47	Fall	Genomics:From Data-Analysis	2A	Olga Zhaxybayeva	N/A	SCI	N/A	N/A	NR Eligible
BIOL	48	Fall	Disease, Enviro, Human Hist	9L	Mark McPeek	N/A	SCI	N/A	N/A	N/A
BIOL	50.02	Spring	Ecol of Infectious Disease	2	Kathryn Cottingham	N/A	SCI	N/A	N/A	N/A
BIOL	55	Winter	Ecological Resrch Tropics I	FS	Matthew Ayres	N/A	SLA	N/A	N/A	N/A
BIOL	56	Winter	Ecological Res Tropics II	FS	Flora Krivak-Tetley	N/A	SLA	N/A	N/A	N/A
BIOL	57	Winter	Ecological Res Coral Reefs	FS	Celia Chen	N/A	SLA	N/A	N/A	N/A
BIOL	59.01	Winter	General Linear Models	9L	Brittny Calsbeek	N/A	QDS	N/A	N/A	N/A
BIOL	63	Spring	RNA:The Real Secret of Life	12	Kevin Peterson	N/A	SCI	N/A	N/A	N/A
BIOL	66	Spring	Molecular Basis of Cancer	2A	Natasha Grotz	N/A	SCI	N/A	N/A	NR Eligible
BIOL	66	Winter	Molecular Basis of Cancer	2A	Natasha Grotz	N/A	SCI	N/A	N/A	NR Eligible
BIOL	69	Spring	Cell Signaling	10A	Patrick Dolph	N/A	SCI	N/A	N/A	NR Eligible
BIOL	70	Fall	Biologic Lessons of the Eye	9L	Michael Zegans	N/A	SCI	N/A	N/A	N/A
BIOL	71	Spring	Current Topics in Cell Biol	2	Wei Lih Lee	N/A	SCI	N/A	N/A	NR Eligible
BIOL	72	Fall	Foundations of Epi. I	10A	Diane Gilbert-Diamond	N/A	SCI	N/A	N/A	N/A
BIOL	72	Fall	Foundations of Epi. I	2A	Caitlin Howe	N/A	SCI	N/A	N/A	N/A
BIOL	73	Winter	Foundations of Epi. II	2A	Megan Romano	N/A	SCI	N/A	N/A	N/A
BIOL	74.02	Fall	Diseases of Nervous System	10A	Robert Hill	N/A	SCI	N/A	N/A	N/A
BIOL	76	Fall	Advanced Genetics	2	C Robertson McClung	N/A	SCI	N/A	N/A	N/A
BIOL	78	Winter	Molec Mysteries Human Biol	9L	Lee Witters	N/A	SCI	N/A	N/A	NR Eligible
BIOL	95	Spring	Ind Research Biology I	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	95	Summer	Ind Research Biology I	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	95	Fall	Ind Research Biology I	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	95	Winter	Ind Research Biology I	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	96	Spring	Ind Research Biology II	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	96	Summer	Ind Research Biology II	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	96	Fall	Ind Research Biology II	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	96	Winter	Ind Research Biology II	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	97	Spring	Honors Research Biology I	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	97	Summer	Honors Research Biology I	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	97	Fall	Honors Research Biology I	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	97	Winter	Honors Research Biology I	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	98	Spring	Honors Research Biology II	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	98	Summer	Honors Research Biology II	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	98	Fall	Honors Research Biology II	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	98	Winter	Honors Research Biology II	ARR	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	99	Spring	Senior Seminar in Biology	ARR	Magdalena Bezanilla	N/A	N/A	N/A	N/A	N/A
BIOL	103	Winter	Mole Mechanisms of Cell Respon	OT	Charles Barlowe, James Bliska, Arminja Kettenbach, James Moseley, Joshua Obar, Henry Higgs	N/A	N/A	N/A	N/A	N/A
BIOL	109	Spring	Cell Growth & Proliferation	OT	Amanda Amodeo	N/A	N/A	N/A	N/A	N/A
BIOL	127	Winter	Introductory Biostatistics	OT	Kathryn Cottingham	N/A	N/A	EEES 127 01	N/A	N/A
BIOL	128	Winter	Statistics & Expt Design I	9L	Brittny Calsbeek	N/A	N/A	EEES 128 01	N/A	N/A
BIOL	145	Fall	Prac combin Theor, Models&Data	ARR	Matthew Ayres	N/A	N/A	EEES 145 01	N/A	N/A
BIOL	147	Fall	Genomics:From Data-Analysis	2A	Olga Zhaxybayeva	N/A	N/A	EEES 147 01, QBS 147 01	N/A	N/A
BIOL	148	Winter	Arctic Environmental Change	2	Lauren Culler	N/A	N/A	EEES 148 01	N/A	N/A
BIOL	150	Spring	Ecology of Infectious Disease	2	Kathryn Cottingham	N/A	N/A	EEES 150 01	N/A	N/A
BIOL	166	Spring	Molecular Basis of Cancer	2A	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	166	Winter	Molecular Basis of Cancer	2A	Natasha Grotz	N/A	N/A	N/A	N/A	N/A
BIOL	169	Spring	Supervised Teaching Biology	ARR	Magdalena Bezanilla	N/A	N/A	EEES 169 01	N/A	N/A
BIOL	169	Summer	Supervised Teaching Biology	ARR	Thomas Jack	N/A	N/A	EEES 169 01	N/A	N/A
BIOL	169	Fall	Supervised Teaching Biology	ARR	Magdalena Bezanilla	N/A	N/A	EEES 169 01	N/A	N/A
BIOL	169	Winter	Supervised Teaching Biology	ARR	Amanda Amodeo	N/A	N/A	EEES 169 01	N/A	N/A
BIOL	171	Spring	Current Topics in Cell Biol	2	Wei Lih Lee	N/A	N/A	N/A	N/A	N/A
BIOL	173	Spring	Cell Signaling	10A	Patrick Dolph	N/A	N/A	N/A	N/A	N/A
BIOL	175	Fall	Diseases of the Nervous System	10A	Robert Hill	N/A	N/A	N/A	N/A	N/A
BIOL	176	Fall	Advanced Genetics	2	C Robertson McClung	N/A	N/A	N/A	N/A	N/A
BIOL	180	Winter	Microscopy Principles & Applic	OT	Sharon Bickel	N/A	N/A	N/A	N/A	N/A
BIOL	197	Spring	Graduate Research I:Level I	ARR	Thomas Jack	N/A	N/A	EEES 197 01	N/A	N/A
BIOL	197	Summer	Graduate Research I:Level I	ARR	Thomas Jack	N/A	N/A	EEES 197 01	N/A	N/A
BIOL	197	Fall	Graduate Research I:Level I	ARR	Thomas Jack	N/A	N/A	EEES 197 01	N/A	N/A
BIOL	197	Winter	Graduate Research I:Level I	ARR	Thomas Jack	N/A	N/A	N/A	N/A	N/A
BIOL	198	Spring	Grad Research I:Level II	ARR	Thomas Jack	N/A	N/A	EEES 198 01	N/A	N/A
BIOL	198	Summer	Grad Research I:Level II	ARR	Thomas Jack	N/A	N/A	EEES 198 01	N/A	N/A
BIOL	198	Fall	Grad Research I:Level II	ARR	Thomas Jack	N/A	N/A	EEES 198 01	N/A	N/A
BIOL	198	Winter	Grad Research I:Level II	ARR	Thomas Jack	N/A	N/A	N/A	N/A	N/A
BIOL	199	Spring	Grad Research I:Level III	ARR	Thomas Jack	N/A	N/A	EEES 199 01	N/A	N/A
BIOL	199	Summer	Grad Research I:Level III	ARR	Thomas Jack	N/A	N/A	EEES 199 01	N/A	N/A
BIOL	199	Fall	Grad Research I:Level III	ARR	Thomas Jack	N/A	N/A	EEES 199 01	N/A	N/A
BIOL	199	Winter	Grad Research I:Level III	ARR	Thomas Jack	N/A	N/A	N/A	N/A	N/A
BIOL	263	Spring	Res Colloq:Cell Biology	OT	Amanda Amodeo	N/A	N/A	N/A	N/A	N/A
BIOL	263	Fall	Res Colloq:Cell Biology	OT	Erik Griffin	N/A	N/A	N/A	N/A	N/A
BIOL	263	Winter	Res Colloq:Cell Biology	OT	Bing He	N/A	N/A	N/A	N/A	N/A
BIOL	265	Spring	Res Colloq:Micr Ecol & Env Bio	OT	Olga Zhaxybayeva	N/A	N/A	EEES 265 01	N/A	N/A
BIOL	265	Winter	Res Colloq:Micr Ecol & Env Bio	OT	Olga Zhaxybayeva	N/A	N/A	EEES 265 01	N/A	N/A
BIOL	266	Spring	Res Colloq:Ecology & Evolution	OT	Mark Laidre	N/A	N/A	EEES 266 01	N/A	N/A
BIOL	266	Fall	Res Colloq:Ecology & Evolution	OT	Caitlin Pries	N/A	N/A	EEES 266 01	N/A	N/A
BIOL	266	Winter	Res Colloq:Ecology & Evolution	OT	Kathryn Cottingham	N/A	N/A	EEES 266 01	N/A	N/A
BIOL	268	Spring	Res Colloq:Genes&Gene Products	OT	Wei Lih Lee	N/A	N/A	N/A	N/A	N/A
BIOL	268	Fall	Res Colloq:Genes&Gene Products	OT	Wei Lih Lee	N/A	N/A	N/A	N/A	N/A
BIOL	268	Winter	Res Colloq:Genes&Gene Products	OT	Sharon Bickel	N/A	N/A	N/A	N/A	N/A
BIOL	269	Spring	Res Colloq:Plant Molecular Bio	OT	Mary Lou Guerinot	N/A	N/A	N/A	N/A	N/A
BIOL	269	Fall	Res Colloq:Plant Molecular Bio	OT	George Schaller	N/A	N/A	N/A	N/A	N/A
BIOL	269	Winter	Res Colloq:Plant Molecular Bio	OT	C Robertson McClung	N/A	N/A	N/A	N/A	N/A
BIOL	271	Spring	Res Progess Colloquium	ARR	Thomas Jack	N/A	N/A	N/A	N/A	N/A
BIOL	272	Spring	Advanced Readings in Evolution	ARR	Ryan Calsbeek	N/A	N/A	EEES 272 01	N/A	N/A
BIOL	272	Fall	Advanced Readings in Evolution	ARR	Ryan Calsbeek	N/A	N/A	EEES 272 01	N/A	N/A
BIOL	274	Spring	Neurobiology Journal Club	OT	Robert Hill	N/A	N/A	N/A	N/A	N/A
BIOL	274	Fall	Neurobiology Journal Club	OT	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
BIOL	274	Winter	Neurobiology Journal Club	OT	Michael Hoppa	N/A	N/A	N/A	N/A	N/A
BIOL	275	Winter	Res Colloq Cell Signal in Dev	OT	Dionna Kasper	N/A	N/A	N/A	N/A	N/A
BIOL	297	Spring	Grad Research II:Level I	ARR	Thomas Jack	N/A	N/A	EEES 297 01	N/A	N/A
BIOL	297	Summer	Grad Research II:Level I	ARR	Thomas Jack	N/A	N/A	EEES 297 01	N/A	N/A
BIOL	297	Fall	Grad Research II:Level I	ARR	Thomas Jack	N/A	N/A	EEES 297 01	N/A	N/A
BIOL	297	Winter	Grad Research II:Level I	ARR	Thomas Jack	N/A	N/A	N/A	N/A	N/A
BIOL	298	Spring	Grad Research II:Level II	ARR	Thomas Jack	N/A	N/A	EEES 298 01	N/A	N/A
BIOL	298	Summer	Grad Research II:Level II	ARR	Thomas Jack	N/A	N/A	EEES 298 01	N/A	N/A
BIOL	298	Fall	Grad Research II:Level II	ARR	Thomas Jack	N/A	N/A	EEES 298 01	N/A	N/A
BIOL	298	Winter	Grad Research II:Level II	ARR	Thomas Jack	N/A	N/A	N/A	N/A	N/A
BIOL	299	Spring	Grad Research II:Level III	ARR	Thomas Jack	N/A	N/A	EEES 299 01	N/A	N/A
BIOL	299	Summer	Grad Research II:Level III	ARR	Thomas Jack	N/A	N/A	EEES 299 01	N/A	N/A
BIOL	299	Fall	Grad Research II:Level III	ARR	Thomas Jack	N/A	N/A	EEES 299 01	N/A	N/A
BIOL	299	Winter	Grad Research II:Level III	ARR	Thomas Jack	N/A	N/A	N/A	N/A	N/A
BIOL	300	Fall	Communicating Science	OT	Christian Kohn, Mark McPeek	N/A	N/A	UNSG 300 01	N/A	N/A
CANB	103	Winter	Biostatistics	ARR	Brock Christensen	N/A	N/A	N/A	N/A	N/A
CANB	126	Fall	Cancer Biology	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	197	Spring	Grad Research I: Level A	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	197	Summer	Grad Research I: Level A	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	197	Fall	Grad Research I: Level A	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	197	Winter	Grad Research I: Level A	ARR	Steven Fiering	N/A	N/A	N/A	N/A	N/A
CANB	198	Spring	Grad Research I: Level B	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	198	Summer	Grad Research I: Level B	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	198	Fall	Grad Research I: Level B	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	198	Winter	Grad Research I: Level B	ARR	Steven Fiering	N/A	N/A	N/A	N/A	N/A
CANB	199	Spring	Grad Research I: Level C	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	199	Summer	Grad Research I: Level C	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	199	Fall	Grad Research I: Level C	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	199	Winter	Grad Research I: Level C	ARR	Steven Fiering	N/A	N/A	N/A	N/A	N/A
CANB	261	Spring	Cancer Mechanism&Therapeautics	ARR	Brock Christensen, Bonnie Lau	N/A	N/A	N/A	N/A	N/A
CANB	261	Fall	Cancer Mechanism&Therapeautics	ARR	Steven Fiering, Bonnie Lau, Brock Christensen	N/A	N/A	N/A	N/A	N/A
CANB	261	Winter	Cancer Mechanism&Therapeautics	ARR	Brock Christensen, Bonnie Lau	N/A	N/A	N/A	N/A	N/A
CANB	297	Spring	Grad Research II: Level A	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	297	Summer	Grad Research II: Level A	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	297	Fall	Grad Research II: Level A	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	297	Winter	Grad Research II: Level A	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	298	Spring	Grad Research II: Level B	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	298	Summer	Grad Research II: Level B	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	298	Fall	Grad Research II: Level B	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	298	Winter	Grad Research II: Level B	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	299	Spring	Grad Research II: Level C	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	299	Summer	Grad Research II: Level C	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	299	Fall	Grad Research II: Level C	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CANB	299	Winter	Grad Research II: Level C	ARR	Todd Miller	N/A	N/A	N/A	N/A	N/A
CHEM	5	Fall	General Chemistry	10	Dale Mierke	N/A	SLA	N/A	N/A	NR Eligible
CHEM	5	Fall	General Chemistry(Laboratory)	OT	Anita Prasad	N/A	N/A	N/A	N/A	NR Eligible
CHEM	5	Fall	General Chemistry(Laboratory)	OT	Anita Prasad	N/A	N/A	N/A	N/A	NR Eligible
CHEM	5	Fall	General Chemistry(Laboratory)	OT	Anita Prasad	N/A	N/A	N/A	N/A	NR Eligible
